age_band,num_people,max_vax,time_1,time_2,time_3,time_4,infection,infection_day
2,1,2,140,361,-1,-1,0,-1
2,1,2,173,290,-1,-1,0,-1
2,1,2,126,253,-1,-1,0,-1
2,1,2,174,224,-1,-1,0,-1
2,1,2,46,339,-1,-1,0,-1
2,1,2,92,308,-1,-1,0,-1
2,1,2,90,272,-1,-1,0,-1
2,1,2,111,326,-1,-1,0,-1
2,1,2,64,281,-1,-1,0,-1
2,1,2,141,236,-1,-1,0,-1
2,1,2,160,200,-1,-1,0,-1
2,1,2,139,232,-1,-1,0,-1
2,1,2,20,273,-1,-1,0,-1
2,1,2,58,355,-1,-1,0,-1
2,1,2,16,279,-1,-1,0,-1
2,1,2,180,325,-1,-1,0,-1
2,1,2,111,336,-1,-1,0,-1
2,1,2,143,268,-1,-1,0,-1
2,1,2,136,257,-1,-1,0,-1
2,1,2,77,290,-1,-1,0,-1
2,1,2,45,279,-1,-1,0,-1
2,1,2,45,224,-1,-1,0,-1
2,1,2,66,269,-1,-1,0,-1
2,1,2,62,254,-1,-1,0,-1
2,1,2,92,273,-1,-1,0,-1
2,1,2,168,327,-1,-1,0,-1
2,1,2,132,252,-1,-1,0,-1
2,1,2,59,258,-1,-1,0,-1
2,1,2,137,222,-1,-1,0,-1
2,1,2,131,340,-1,-1,0,-1
2,1,2,89,262,-1,-1,0,-1
2,1,2,91,265,-1,-1,0,-1
2,1,2,144,209,-1,-1,0,-1
2,1,2,41,250,-1,-1,0,-1
2,1,2,177,260,-1,-1,0,-1
2,1,2,46,237,-1,-1,0,-1
2,1,2,116,258,-1,-1,0,-1
2,1,2,169,354,-1,-1,0,-1
2,1,2,173,252,-1,-1,0,-1
2,1,2,134,285,-1,-1,0,-1
2,1,2,159,345,-1,-1,0,-1
2,1,2,163,346,-1,-1,0,-1
2,1,2,101,296,-1,-1,0,-1
2,1,2,35,326,-1,-1,0,-1
2,1,2,84,339,-1,-1,0,-1
2,1,2,173,259,-1,-1,0,-1
2,1,2,114,307,-1,-1,0,-1
2,1,2,106,341,-1,-1,0,-1
2,1,2,100,343,-1,-1,0,-1
2,1,2,116,319,-1,-1,0,-1
2,1,2,118,352,-1,-1,0,-1
2,1,2,86,218,-1,-1,0,-1
2,1,2,59,223,-1,-1,0,-1
2,1,2,127,343,-1,-1,0,-1
2,1,2,111,318,-1,-1,0,-1
2,1,2,54,274,-1,-1,0,-1
2,1,2,92,252,-1,-1,0,-1
2,1,2,122,278,-1,-1,0,-1
2,1,2,136,356,-1,-1,0,-1
2,1,2,63,266,-1,-1,0,-1
2,1,2,179,224,-1,-1,0,-1
2,1,2,135,352,-1,-1,0,-1
2,1,2,177,208,-1,-1,0,-1
2,1,2,122,326,-1,-1,0,-1
2,1,2,181,230,-1,-1,0,-1
2,1,2,28,245,-1,-1,0,-1
2,1,2,142,341,-1,-1,0,-1
2,1,2,133,275,-1,-1,0,-1
2,1,2,155,338,-1,-1,0,-1
2,1,2,40,299,-1,-1,0,-1
2,1,2,40,259,-1,-1,0,-1
2,1,2,90,266,-1,-1,0,-1
2,1,2,31,360,-1,-1,0,-1
2,1,2,170,241,-1,-1,0,-1
2,1,2,177,338,-1,-1,0,-1
2,1,2,174,357,-1,-1,0,-1
2,1,2,87,247,-1,-1,0,-1
2,1,2,49,354,-1,-1,0,-1
2,1,2,81,281,-1,-1,0,-1
2,1,2,77,239,-1,-1,0,-1
2,1,2,155,245,-1,-1,0,-1
2,1,2,61,349,-1,-1,0,-1
2,1,2,23,212,-1,-1,0,-1
2,1,2,151,294,-1,-1,0,-1
2,1,2,127,201,-1,-1,0,-1
2,1,2,111,319,-1,-1,0,-1
2,1,2,81,214,-1,-1,0,-1
2,1,2,47,200,-1,-1,0,-1
2,1,2,155,254,-1,-1,0,-1
2,1,2,111,333,-1,-1,0,-1
2,1,2,113,313,-1,-1,0,-1
2,1,2,24,288,-1,-1,0,-1
2,1,2,62,240,-1,-1,0,-1
2,1,2,166,281,-1,-1,0,-1
2,1,2,160,348,-1,-1,0,-1
2,1,2,25,312,-1,-1,0,-1
2,1,2,20,231,-1,-1,0,-1
2,1,2,76,285,-1,-1,0,-1
2,1,2,30,251,-1,-1,0,-1
2,1,2,30,239,-1,-1,0,-1
2,1,2,48,280,-1,-1,0,-1
2,1,2,88,215,-1,-1,0,-1
2,1,2,21,213,-1,-1,0,-1
2,1,2,79,281,-1,-1,0,-1
2,1,2,58,248,-1,-1,0,-1
2,1,2,106,316,-1,-1,0,-1
2,1,2,157,221,-1,-1,0,-1
2,1,2,67,304,-1,-1,0,-1
2,1,2,117,294,-1,-1,0,-1
2,1,2,180,340,-1,-1,0,-1
2,1,2,63,283,-1,-1,0,-1
2,1,2,83,229,-1,-1,0,-1
2,1,2,135,355,-1,-1,0,-1
2,1,2,38,269,-1,-1,0,-1
2,1,2,16,298,-1,-1,0,-1
2,1,2,97,335,-1,-1,0,-1
2,1,2,178,267,-1,-1,0,-1
2,1,2,18,362,-1,-1,0,-1
2,1,2,123,241,-1,-1,0,-1
2,1,2,168,204,-1,-1,0,-1
2,1,2,59,267,-1,-1,0,-1
2,1,2,49,310,-1,-1,0,-1
2,1,2,110,250,-1,-1,0,-1
2,1,2,118,227,-1,-1,0,-1
2,1,2,134,332,-1,-1,0,-1
2,1,2,102,304,-1,-1,0,-1
2,1,2,147,326,-1,-1,0,-1
2,1,2,114,298,-1,-1,0,-1
2,1,2,19,317,-1,-1,0,-1
2,1,2,132,234,-1,-1,0,-1
2,1,2,22,198,-1,-1,0,-1
2,1,2,164,352,-1,-1,0,-1
2,1,2,116,225,-1,-1,0,-1
2,1,2,48,333,-1,-1,0,-1
2,1,2,105,287,-1,-1,0,-1
2,1,2,91,248,-1,-1,0,-1
2,1,2,177,336,-1,-1,0,-1
2,1,2,164,211,-1,-1,0,-1
2,1,2,16,294,-1,-1,0,-1
2,1,2,153,244,-1,-1,0,-1
2,1,2,162,312,-1,-1,0,-1
2,1,2,143,299,-1,-1,0,-1
2,1,2,92,198,-1,-1,0,-1
2,1,2,177,205,-1,-1,0,-1
2,1,2,65,323,-1,-1,0,-1
2,1,2,170,201,-1,-1,0,-1
2,1,2,67,323,-1,-1,0,-1
2,1,2,138,225,-1,-1,0,-1
2,1,2,64,322,-1,-1,0,-1
2,1,2,106,293,-1,-1,0,-1
2,1,2,154,214,-1,-1,0,-1
2,1,2,136,318,-1,-1,0,-1
2,1,2,167,207,-1,-1,0,-1
2,1,2,109,292,-1,-1,0,-1
2,1,2,56,226,-1,-1,0,-1
2,1,2,20,205,-1,-1,0,-1
2,1,2,57,206,-1,-1,0,-1
2,1,2,149,309,-1,-1,0,-1
2,1,2,65,210,-1,-1,0,-1
2,1,2,118,259,-1,-1,0,-1
2,1,2,146,355,-1,-1,0,-1
2,1,2,62,339,-1,-1,0,-1
2,1,2,32,254,-1,-1,0,-1
2,1,2,126,289,-1,-1,0,-1
2,1,2,146,203,-1,-1,0,-1
2,1,2,157,208,-1,-1,0,-1
2,1,2,132,335,-1,-1,0,-1
2,1,2,140,204,-1,-1,0,-1
2,1,2,111,239,-1,-1,0,-1
2,1,2,39,231,-1,-1,0,-1
2,1,2,49,281,-1,-1,0,-1
2,1,2,160,341,-1,-1,0,-1
2,1,2,42,201,-1,-1,0,-1
2,1,2,20,267,-1,-1,0,-1
2,1,2,31,315,-1,-1,0,-1
2,1,2,130,348,-1,-1,0,-1
2,1,2,54,271,-1,-1,0,-1
2,1,2,24,217,-1,-1,0,-1
2,1,2,46,247,-1,-1,0,-1
2,1,2,101,277,-1,-1,0,-1
2,1,2,147,299,-1,-1,0,-1
2,1,2,74,297,-1,-1,0,-1
2,1,2,20,209,-1,-1,0,-1
2,1,2,139,209,-1,-1,0,-1
2,1,2,88,331,-1,-1,0,-1
2,1,2,112,254,-1,-1,0,-1
2,1,2,148,281,-1,-1,0,-1
2,1,2,128,255,-1,-1,0,-1
2,1,2,61,301,-1,-1,0,-1
2,1,2,129,328,-1,-1,0,-1
2,1,2,115,346,-1,-1,0,-1
2,1,2,160,277,-1,-1,0,-1
2,1,2,105,222,-1,-1,0,-1
2,1,2,99,229,-1,-1,0,-1
2,1,2,131,236,-1,-1,0,-1
2,1,2,140,226,-1,-1,0,-1
2,1,2,134,205,-1,-1,0,-1
2,1,2,38,242,-1,-1,0,-1
2,1,2,51,304,-1,-1,0,-1
2,1,2,36,228,-1,-1,0,-1
2,1,2,79,274,-1,-1,0,-1
2,1,2,74,337,-1,-1,0,-1
2,1,2,65,209,-1,-1,0,-1
2,1,2,50,290,-1,-1,0,-1
2,1,2,90,309,-1,-1,0,-1
2,1,2,133,246,-1,-1,0,-1
2,1,2,69,360,-1,-1,0,-1
2,1,2,69,296,-1,-1,0,-1
2,1,2,96,308,-1,-1,0,-1
2,1,2,151,358,-1,-1,0,-1
2,1,2,17,198,-1,-1,0,-1
2,1,2,56,243,-1,-1,0,-1
2,1,2,48,277,-1,-1,0,-1
2,1,2,70,351,-1,-1,0,-1
2,1,2,146,235,-1,-1,0,-1
2,1,2,131,270,-1,-1,0,-1
2,1,2,155,328,-1,-1,0,-1
2,1,2,69,210,-1,-1,0,-1
2,1,2,150,340,-1,-1,0,-1
2,1,2,144,223,-1,-1,0,-1
2,1,2,34,212,-1,-1,0,-1
2,1,2,17,221,-1,-1,0,-1
2,1,2,136,326,-1,-1,0,-1
2,1,2,161,311,-1,-1,0,-1
2,1,2,30,198,-1,-1,0,-1
2,1,2,76,280,-1,-1,0,-1
2,1,2,42,267,-1,-1,0,-1
2,1,2,76,344,-1,-1,0,-1
2,1,2,110,282,-1,-1,0,-1
2,1,2,165,200,-1,-1,0,-1
2,1,2,41,242,-1,-1,0,-1
2,1,2,17,291,-1,-1,0,-1
2,1,2,172,291,-1,-1,0,-1
2,1,2,153,319,-1,-1,0,-1
2,1,2,61,337,-1,-1,0,-1
2,1,2,39,354,-1,-1,0,-1
2,1,2,82,359,-1,-1,0,-1
2,1,2,114,272,-1,-1,0,-1
2,1,2,36,348,-1,-1,0,-1
2,1,2,131,262,-1,-1,0,-1
2,1,2,147,221,-1,-1,0,-1
2,1,2,22,269,-1,-1,0,-1
2,1,2,31,275,-1,-1,0,-1
2,1,2,32,347,-1,-1,0,-1
2,1,2,110,299,-1,-1,0,-1
2,1,2,64,211,-1,-1,0,-1
2,1,2,119,271,-1,-1,0,-1
2,1,2,130,288,-1,-1,0,-1
2,1,2,22,221,-1,-1,0,-1
2,1,2,142,212,-1,-1,0,-1
2,1,2,102,209,-1,-1,0,-1
2,1,2,102,277,-1,-1,0,-1
2,1,2,147,198,-1,-1,0,-1
2,1,2,93,254,-1,-1,0,-1
2,1,2,90,261,-1,-1,0,-1
2,1,2,52,208,-1,-1,0,-1
2,1,2,111,345,-1,-1,0,-1
2,1,2,60,289,-1,-1,0,-1
2,1,2,127,202,-1,-1,0,-1
2,1,2,100,272,-1,-1,0,-1
2,1,2,88,275,-1,-1,0,-1
2,1,2,132,344,-1,-1,0,-1
2,1,2,82,334,-1,-1,0,-1
2,1,2,168,261,-1,-1,0,-1
2,1,2,132,233,-1,-1,0,-1
2,1,2,85,294,-1,-1,0,-1
2,1,2,154,314,-1,-1,0,-1
2,1,2,89,353,-1,-1,0,-1
2,1,2,150,344,-1,-1,0,-1
2,1,2,117,211,-1,-1,0,-1
2,1,2,99,290,-1,-1,0,-1
2,1,2,53,361,-1,-1,0,-1
2,1,2,123,231,-1,-1,0,-1
2,1,2,113,254,-1,-1,0,-1
2,1,2,169,214,-1,-1,0,-1
2,1,2,31,257,-1,-1,0,-1
2,1,2,62,227,-1,-1,0,-1
2,1,2,52,266,-1,-1,0,-1
2,1,2,17,232,-1,-1,0,-1
2,1,2,72,210,-1,-1,0,-1
2,1,2,145,277,-1,-1,0,-1
2,1,2,23,254,-1,-1,0,-1
2,1,2,161,337,-1,-1,0,-1
2,1,2,97,271,-1,-1,0,-1
2,1,2,95,246,-1,-1,0,-1
2,1,2,105,242,-1,-1,0,-1
2,1,2,104,245,-1,-1,0,-1
2,1,2,55,357,-1,-1,0,-1
2,1,2,67,273,-1,-1,0,-1
2,1,2,116,337,-1,-1,0,-1
2,1,2,178,254,-1,-1,0,-1
2,1,2,88,251,-1,-1,0,-1
2,1,2,59,214,-1,-1,0,-1
2,1,2,159,232,-1,-1,0,-1
2,1,2,91,284,-1,-1,0,-1
2,1,2,167,204,-1,-1,0,-1
2,1,2,180,361,-1,-1,0,-1
2,1,2,51,243,-1,-1,0,-1
2,1,2,115,285,-1,-1,0,-1
2,1,2,59,318,-1,-1,0,-1
2,1,2,166,221,-1,-1,0,-1
2,1,2,90,244,-1,-1,0,-1
2,1,2,99,275,-1,-1,0,-1
2,1,2,112,345,-1,-1,0,-1
2,1,2,159,268,-1,-1,0,-1
2,1,2,118,274,-1,-1,0,-1
2,1,2,124,349,-1,-1,0,-1
2,1,2,141,309,-1,-1,0,-1
2,1,2,26,291,-1,-1,0,-1
2,1,2,154,331,-1,-1,0,-1
2,1,2,31,222,-1,-1,0,-1
2,1,2,173,212,-1,-1,0,-1
2,1,2,173,204,-1,-1,0,-1
2,1,2,88,310,-1,-1,0,-1
2,1,2,40,243,-1,-1,0,-1
2,1,2,135,267,-1,-1,0,-1
2,1,2,35,299,-1,-1,0,-1
2,1,2,22,276,-1,-1,0,-1
2,1,2,164,350,-1,-1,0,-1
2,1,2,71,298,-1,-1,0,-1
2,1,2,59,283,-1,-1,0,-1
2,1,2,151,253,-1,-1,0,-1
2,1,2,22,251,-1,-1,0,-1
2,1,2,144,287,-1,-1,0,-1
2,1,2,35,314,-1,-1,0,-1
2,1,2,39,307,-1,-1,0,-1
2,1,2,96,362,-1,-1,0,-1
2,1,2,92,255,-1,-1,0,-1
2,1,2,143,275,-1,-1,0,-1
2,1,2,21,222,-1,-1,0,-1
2,1,2,149,329,-1,-1,0,-1
2,1,2,132,337,-1,-1,0,-1
2,1,2,108,356,-1,-1,0,-1
2,1,2,173,226,-1,-1,0,-1
2,1,2,62,357,-1,-1,0,-1
2,1,2,155,247,-1,-1,0,-1
2,1,2,84,331,-1,-1,0,-1
2,1,2,74,336,-1,-1,0,-1
2,1,2,142,214,-1,-1,0,-1
2,1,2,26,347,-1,-1,0,-1
2,1,2,101,362,-1,-1,0,-1
2,1,2,86,279,-1,-1,0,-1
2,1,2,110,294,-1,-1,0,-1
2,1,2,47,201,-1,-1,0,-1
2,1,2,89,315,-1,-1,0,-1
2,1,2,29,344,-1,-1,0,-1
2,1,2,65,207,-1,-1,0,-1
2,1,2,174,323,-1,-1,0,-1
2,1,2,74,294,-1,-1,0,-1
2,1,2,21,283,-1,-1,0,-1
2,1,2,100,334,-1,-1,0,-1
2,1,2,81,248,-1,-1,0,-1
2,1,2,38,334,-1,-1,0,-1
2,1,2,96,242,-1,-1,0,-1
2,1,2,88,329,-1,-1,0,-1
2,1,2,44,237,-1,-1,0,-1
2,1,2,165,208,-1,-1,0,-1
2,1,2,145,203,-1,-1,0,-1
2,1,2,38,232,-1,-1,0,-1
2,1,2,106,271,-1,-1,0,-1
2,1,2,17,306,-1,-1,0,-1
2,1,2,63,343,-1,-1,0,-1
2,1,2,33,230,-1,-1,0,-1
2,1,2,28,303,-1,-1,0,-1
2,1,2,169,330,-1,-1,0,-1
2,1,2,63,286,-1,-1,0,-1
2,1,2,136,253,-1,-1,0,-1
2,1,2,24,285,-1,-1,0,-1
2,1,2,106,295,-1,-1,0,-1
2,1,2,153,318,-1,-1,0,-1
2,1,2,114,285,-1,-1,0,-1
2,1,2,150,272,-1,-1,0,-1
2,1,2,61,314,-1,-1,0,-1
2,1,2,125,349,-1,-1,0,-1
2,1,2,93,357,-1,-1,0,-1
2,1,2,107,215,-1,-1,0,-1
2,1,2,65,254,-1,-1,0,-1
2,1,2,89,291,-1,-1,0,-1
2,1,2,128,255,-1,-1,0,-1
2,1,2,111,238,-1,-1,0,-1
2,1,2,135,254,-1,-1,0,-1
2,1,2,108,207,-1,-1,0,-1
2,1,2,149,272,-1,-1,0,-1
2,1,2,95,314,-1,-1,0,-1
2,1,2,63,200,-1,-1,0,-1
2,1,2,137,309,-1,-1,0,-1
2,1,2,175,208,-1,-1,0,-1
2,1,2,39,329,-1,-1,0,-1
2,1,2,75,223,-1,-1,0,-1
2,1,2,117,278,-1,-1,0,-1
2,1,2,175,244,-1,-1,0,-1
2,1,2,42,296,-1,-1,0,-1
2,1,2,60,232,-1,-1,0,-1
2,1,2,181,355,-1,-1,0,-1
2,1,2,167,322,-1,-1,0,-1
2,1,2,44,342,-1,-1,0,-1
2,1,2,165,269,-1,-1,0,-1
2,1,2,41,204,-1,-1,0,-1
2,1,2,17,242,-1,-1,0,-1
2,1,2,160,216,-1,-1,0,-1
2,1,2,70,356,-1,-1,0,-1
2,1,2,84,288,-1,-1,0,-1
2,1,2,137,336,-1,-1,0,-1
2,1,2,147,339,-1,-1,0,-1
2,1,2,145,351,-1,-1,0,-1
2,1,2,80,210,-1,-1,0,-1
2,1,2,29,275,-1,-1,0,-1
2,1,2,173,279,-1,-1,0,-1
2,1,2,179,341,-1,-1,0,-1
2,1,2,176,342,-1,-1,0,-1
2,1,2,104,200,-1,-1,0,-1
2,1,2,177,316,-1,-1,0,-1
2,1,2,103,325,-1,-1,0,-1
2,1,2,171,291,-1,-1,0,-1
2,1,2,26,244,-1,-1,0,-1
2,1,2,131,271,-1,-1,0,-1
2,1,2,165,268,-1,-1,0,-1
2,1,2,83,260,-1,-1,0,-1
2,1,2,66,260,-1,-1,0,-1
2,1,2,83,305,-1,-1,0,-1
2,1,2,134,245,-1,-1,0,-1
2,1,2,46,274,-1,-1,0,-1
2,1,2,163,352,-1,-1,0,-1
2,1,2,114,355,-1,-1,0,-1
2,1,2,62,238,-1,-1,0,-1
2,1,2,70,242,-1,-1,0,-1
2,1,2,55,204,-1,-1,0,-1
2,1,2,119,325,-1,-1,0,-1
2,1,2,68,271,-1,-1,0,-1
2,1,2,44,219,-1,-1,0,-1
2,1,2,72,331,-1,-1,0,-1
2,1,2,140,258,-1,-1,0,-1
2,1,2,102,212,-1,-1,0,-1
2,1,2,177,315,-1,-1,0,-1
2,1,2,172,322,-1,-1,0,-1
2,1,2,99,322,-1,-1,0,-1
2,1,2,74,319,-1,-1,0,-1
2,1,2,165,351,-1,-1,0,-1
2,1,2,121,234,-1,-1,0,-1
2,1,2,121,303,-1,-1,0,-1
2,1,2,57,327,-1,-1,0,-1
2,1,2,61,311,-1,-1,0,-1
2,1,2,34,234,-1,-1,0,-1
2,1,2,130,247,-1,-1,0,-1
2,1,2,55,356,-1,-1,0,-1
2,1,2,20,293,-1,-1,0,-1
2,1,2,160,269,-1,-1,0,-1
2,1,2,72,223,-1,-1,0,-1
2,1,2,144,284,-1,-1,0,-1
2,1,2,117,342,-1,-1,0,-1
2,1,2,65,309,-1,-1,0,-1
2,1,2,124,257,-1,-1,0,-1
2,1,2,147,271,-1,-1,0,-1
2,1,2,45,262,-1,-1,0,-1
2,1,2,97,299,-1,-1,0,-1
2,1,2,84,343,-1,-1,0,-1
2,1,2,166,284,-1,-1,0,-1
2,1,2,62,256,-1,-1,0,-1
2,1,2,28,335,-1,-1,0,-1
2,1,2,113,216,-1,-1,0,-1
2,1,2,79,230,-1,-1,0,-1
2,1,2,63,332,-1,-1,0,-1
2,1,2,137,335,-1,-1,0,-1
2,1,2,40,238,-1,-1,0,-1
2,1,2,108,297,-1,-1,0,-1
2,1,2,147,305,-1,-1,0,-1
2,1,2,24,254,-1,-1,0,-1
2,1,2,98,237,-1,-1,0,-1
2,1,2,90,257,-1,-1,0,-1
2,1,2,63,202,-1,-1,0,-1
2,1,2,62,199,-1,-1,0,-1
2,1,2,101,250,-1,-1,0,-1
2,1,2,66,285,-1,-1,0,-1
2,1,2,51,308,-1,-1,0,-1
2,1,2,153,311,-1,-1,0,-1
2,1,2,131,275,-1,-1,0,-1
2,1,2,57,253,-1,-1,0,-1
2,1,2,23,207,-1,-1,0,-1
2,1,2,168,269,-1,-1,0,-1
2,1,2,135,323,-1,-1,0,-1
2,1,2,159,245,-1,-1,0,-1
2,1,2,135,221,-1,-1,0,-1
2,1,2,101,254,-1,-1,0,-1
2,1,2,106,296,-1,-1,0,-1
2,1,2,159,284,-1,-1,0,-1
2,1,2,18,321,-1,-1,0,-1
2,1,2,43,246,-1,-1,0,-1
2,1,2,93,265,-1,-1,0,-1
2,1,2,37,198,-1,-1,0,-1
2,1,2,150,244,-1,-1,0,-1
2,1,2,144,332,-1,-1,0,-1
2,1,2,62,310,-1,-1,0,-1
2,1,2,63,340,-1,-1,0,-1
2,1,2,95,276,-1,-1,0,-1
2,1,2,49,343,-1,-1,0,-1
2,1,2,179,353,-1,-1,0,-1
2,1,2,160,345,-1,-1,0,-1
2,1,2,96,225,-1,-1,0,-1
2,1,2,19,345,-1,-1,0,-1
2,1,2,167,224,-1,-1,0,-1
2,1,2,158,203,-1,-1,0,-1
2,1,2,116,281,-1,-1,0,-1
2,1,2,160,314,-1,-1,0,-1
2,1,2,34,286,-1,-1,0,-1
2,1,2,78,333,-1,-1,0,-1
2,1,2,39,312,-1,-1,0,-1
2,1,2,49,207,-1,-1,0,-1
2,1,2,61,247,-1,-1,0,-1
2,1,2,70,332,-1,-1,0,-1
2,1,2,176,346,-1,-1,0,-1
2,1,2,119,357,-1,-1,0,-1
2,1,2,25,346,-1,-1,0,-1
2,1,2,79,249,-1,-1,0,-1
2,1,2,87,354,-1,-1,0,-1
2,1,2,146,311,-1,-1,0,-1
2,1,2,169,225,-1,-1,0,-1
2,1,2,112,318,-1,-1,0,-1
2,1,2,92,271,-1,-1,0,-1
2,1,2,85,259,-1,-1,0,-1
2,1,2,49,344,-1,-1,0,-1
2,1,2,149,344,-1,-1,0,-1
2,1,2,70,281,-1,-1,0,-1
2,1,2,110,299,-1,-1,0,-1
2,1,2,51,308,-1,-1,0,-1
2,1,2,144,293,-1,-1,0,-1
2,1,2,149,266,-1,-1,0,-1
2,1,2,160,318,-1,-1,0,-1
2,1,2,105,315,-1,-1,0,-1
2,1,2,79,341,-1,-1,0,-1
2,1,2,20,227,-1,-1,0,-1
2,1,2,164,346,-1,-1,0,-1
2,1,2,50,312,-1,-1,0,-1
2,1,2,60,272,-1,-1,0,-1
2,1,2,147,265,-1,-1,0,-1
2,1,2,54,248,-1,-1,0,-1
2,1,2,142,255,-1,-1,0,-1
2,1,2,165,298,-1,-1,0,-1
2,1,2,117,316,-1,-1,0,-1
2,1,2,173,252,-1,-1,0,-1
2,1,2,153,217,-1,-1,0,-1
